,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_ATG,SG_APP,SG_OTT,SG_TTG,SG_T,PAR3,PAR4,PAR5,POINTS,TOP 10,1ST,Year
142,SÃ¸ren Kjeldsen,58,71.390,273.6,69.21,62.02,.473,-.142,-.090,-.424,-.655,-.182,3.13,4.09,4.74,283,1,,2017
143,Troy Merritt,82,71.398,289.8,60.79,64.71,-.017,.023,-.032,-.118,-.146,-.146,3.01,4.08,4.68,265,1,,2017
144,Peter Malnati,91,71.399,282.3,63.10,62.48,.451,.190,-.563,-.262,-.635,-.184,3.00,4.07,4.73,182,,,2017
145,Retief Goosen,52,71.425,291.8,57.79,63.89,-.425,.027,.009,-.001,.035,-.390,3.03,4.04,4.81,205,1,,2017
146,Johnson Wagner,71,71.429,288.1,63.18,66.93,.120,-.287,-.088,-.081,-.456,-.336,3.07,4.07,4.72,321,2,,2017
147,Smylie Kaufman,76,71.432,304.8,54.79,65.26,-.137,-.073,-.059,.091,-.040,-.177,3.08,4.07,4.68,316,1,,2017
148,Patrick Rodgers,76,71.432,306.3,52.90,65.84,-.066,-.077,-.529,-.044,-.650,-.716,3.12,4.08,4.72,649,3,,2017
149,Alex Cejka,85,71.461,282.1,67.19,66.45,-.359,.127,-.200,-.020,-.093,-.452,3.04,4.06,4.73,276,1,,2017
150,Boo Weekley,75,71.476,289.9,71.67,68.65,-.954,-.429,.425,.634,.630,-.323,3.13,4.05,4.66,173,1,,2017
151,Aaron Baddeley,61,71.483,292.6,52.25,62.57,.044,.310,.256,-.782,-.216,-.172,3.06,4.06,4.70,325,2,,2017
152,Gonzalo Fernandez-CastaÃ±o,63,71.484,292.1,53.26,62.20,.489,.120,-.312,-.375,-.567,-.078,3.06,4.05,4.67,118,,,2017
153,Dominic Bozzelli,69,71.490,294.4,56.57,61.97,-.033,-.125,-.342,.051,-.417,-.449,3.08,4.09,4.67,394,3,,2017
154,Kelly Kraft,75,71.491,291.9,60.06,63.15,-.157,-.479,.159,-.205,-.524,-.681,3.07,4.09,4.77,684,3,,2017
155,Mark Anderson,54,71.500,283.8,59.97,65.60,-.016,.082,-.241,-.149,-.309,-.325,3.03,4.06,4.69,98,1,,2017
156,Spencer Levin,89,71.516,279.0,67.82,65.56,.030,-.073,-.195,-.161,-.430,-.400,3.05,4.07,4.70,201,1,,2017
157,Derek Fathauer,81,71.568,286.5,55.49,62.81,.094,-.149,-.136,-.456,-.740,-.647,3.14,4.07,4.66,408,2,,2017
158,Steve Wheatcroft,51,71.577,280.5,68.24,60.99,.479,.054,-.953,.259,-.641,-.162,3.09,4.05,4.74,138,1,,2017
159,Cody Gribble,79,71.581,297.2,54.77,62.70,.461,-.061,-.586,-.338,-.985,-.524,3.07,4.08,4.71,614,2,1,2017
160,Kyle Reifers,96,71.587,286.1,65.15,65.97,-.276,.218,-.337,-.023,-.143,-.418,3.13,4.04,4.75,241,,,2017
161,Patton Kizzire,84,71.598,293.0,52.54,63.52,-.103,-.021,.290,-.744,-.475,-.578,3.04,4.08,4.78,519,3,,2017
162,FabiÃ¡n GÃ³mez,61,71.610,285.1,61.81,64.69,-.006,.006,-.429,.022,-.402,-.407,3.14,4.05,4.63,168,,,2017
163,K.J. Choi,72,71.618,282.2,66.23,63.05,.176,.213,-.511,-.141,-.439,-.264,3.03,4.09,4.67,143,,,2017
164,Steven Alker,69,71.638,276.9,67.54,65.17,-.309,.398,-.212,-.289,-.103,-.412,3.03,4.06,4.72,121,,,2017
165,Jonathan Randolph,68,71.642,287.2,62.67,62.71,-.076,-.212,-.213,.030,-.340,-.506,3.04,4.08,4.72,221,1,,2017
166,Brian Stuard,93,71.720,272.3,71.49,63.59,-.137,-.208,.224,-.340,-.333,-.343,3.05,4.08,4.73,285,,,2017
167,Greg Chalmers,75,71.758,278.0,59.80,59.86,.316,.175,-.529,-.496,-.850,-.533,3.08,4.08,4.74,156,,,2017
168,Chad Collins,66,71.770,281.4,59.31,60.93,.079,.294,-.254,-.573,-.533,-.454,3.08,4.08,4.67,305,2,,2017
169,Roberto Castro,70,71.808,280.2,66.20,63.89,-.447,.079,.105,-.244,-.114,-.479,3.12,4.10,4.73,164,,,2017
170,Hunter Mahan,73,71.811,294.5,63.40,64.55,.268,-.326,-.886,.376,-.837,-.568,3.12,4.08,4.69,130,,,2017
171,Bryce Molder,74,71.817,277.0,57.60,61.79,.383,.301,-.431,-1.098,-1.229,-.846,3.09,4.08,4.73,109,,,2017
172,Brad Fritsch,56,71.855,288.3,56.40,64.21,-.596,.075,.235,-.432,-.122,-.719,3.01,4.11,4.67,74,,,2017
173,Rod Pampling,71,71.861,287.8,60.83,64.01,-.518,.183,-.231,-.110,-.158,-.677,3.11,4.11,4.75,660,1,1,2017
174,Mark Hubbard,81,71.871,282.7,60.41,65.39,-.200,-.064,.101,-.539,-.502,-.702,3.08,4.08,4.71,124,,,2017
175,Brian Campbell,55,71.924,296.0,58.20,63.29,.385,-.126,-.750,.063,-.812,-.428,3.05,4.06,4.76,132,,,2017
176,Rick Lamb,54,71.978,298.0,64.81,66.89,-.254,-.678,-.578,.686,-.570,-.824,3.09,4.09,4.66,269,1,,2017
177,Ryo Ishikawa,56,71.990,288.8,51.92,63.29,-.204,-.021,-.328,-.580,-.928,-1.132,3.11,4.06,4.79,148,1,,2017
178,Ken Duke,77,72.078,274.2,68.62,63.69,-.452,.000,-.256,-.179,-.435,-.887,3.10,4.08,4.71,98,,,2017
179,Brett Stegmaier,78,72.115,288.7,64.66,66.74,-.514,-.493,-.117,-.141,-.751,-1.265,3.03,4.11,4.78,131,,,2017
180,Brett Drewitt,57,72.130,286.4,60.73,64.78,-.457,-.054,-.314,-.209,-.578,-1.035,3.06,4.06,4.84,95,,,2017
181,Jason Bohn,75,72.133,275.9,63.67,63.15,-.133,-.076,-.246,-.685,-1.007,-1.141,3.05,4.10,4.83,73,,,2017
182,Ernie Els,52,72.179,283.6,54.48,56.60,.458,-.001,-.512,-.565,-1.136,-.685,3.12,4.13,4.80,50,,,2017
183,Nicholas Lindheim,58,72.205,287.1,56.19,65.67,.336,-.311,-.578,-.733,-1.621,-1.285,2.96,4.11,4.76,93,,,2017
184,Si Woo Kim,80,72.253,288.4,55.92,58.84,-.392,.095,-.600,-.236,-.573,-1.222,3.13,4.14,4.75,956,2,1,2017
185,Miguel Angel Carballo,63,72.363,288.1,63.61,64.91,-.320,-.142,-1.035,.139,-1.038,-1.358,3.06,4.10,4.72,81,,,2017
186,Carl Pettersson,63,72.419,280.2,51.94,57.91,.172,.052,-.385,-1.123,-1.456,-1.283,3.05,4.14,4.71,74,,,2017
187,Matt Every,76,72.671,297.7,48.41,60.16,-.272,-.306,-.141,-.734,-1.182,-1.454,3.15,4.18,4.62,175,,,2017
188,Andrew Loupe,55,72.803,311.3,45.93,59.83,-.242,-.403,-.424,-.348,-1.175,-1.416,3.18,4.14,4.80,105,1,,2017
189,Steven Bowditch,59,74.400,287.3,45.37,53.54,-.150,.238,-1.260,-1.717,-2.739,-2.889,3.22,4.22,4.93,9,,,2017
0,Dustin Johnson,77,68.698,314.0,59.46,70.57,.385,.238,.829,.919,1.987,2.372,2.96,3.93,4.47,"2,056",12,3,2018
1,Justin Rose,70,68.993,303.5,66.02,69.95,.424,.450,.526,.551,1.527,1.952,3.02,3.93,4.53,"2,260",11,2,2018
2,Justin Thomas,91,69.118,311.8,58.41,68.77,.272,.311,.844,.408,1.563,1.835,3.04,3.95,4.49,"1,610",10,3,2018
3,Webb Simpson,95,69.293,293.7,62.34,67.93,.692,.370,.486,-.116,.741,1.432,3.04,3.96,4.54,844,9,1,2018
4,Rory McIlroy,64,69.303,319.7,55.79,66.30,.060,.322,.269,.761,1.351,1.412,3.05,3.99,4.51,602,7,1,2018
5,Tommy Fleetwood,73,69.342,306.9,64.98,69.36,.324,.296,.405,.580,1.282,1.606,3.04,3.99,4.48,483,6,,2018
6,Tiger Woods,68,69.350,303.6,59.35,67.40,.266,.385,.883,.061,1.330,1.596,3.07,3.97,4.57,"2,219",7,1,2018
7,Rickie Fowler,74,69.435,299.8,65.33,69.52,.296,.242,.494,.244,.980,1.275,3.01,3.97,4.57,512,6,,2018
8,Brooks Koepka,64,69.444,313.4,56.85,68.28,.168,.162,.232,.658,1.052,1.220,3.03,3.99,4.49,"1,093",6,2,2018
9,Tony Finau,105,69.520,315.1,55.09,70.18,.232,.222,.500,.481,1.203,1.435,3.05,3.99,4.49,"1,732",11,,2018
10,Jason Day,75,69.603,310.0,58.32,65.28,.770,.479,-.140,.176,.515,1.285,3.04,3.98,4.56,564,5,2,2018
11,Henrik Stenson,60,69.617,291.5,75.19,73.51,-.207,-.027,.960,.427,1.360,1.153,3.07,3.97,4.55,990,5,,2018
12,Bryson DeChambeau,93,69.646,305.7,62.23,69.65,.346,.070,.556,.586,1.212,1.558,3.03,3.99,4.51,"2,188",9,3,2018
13,Francesco Molinari,73,69.797,301.0,65.04,70.24,-.487,.327,.593,.690,1.610,1.123,3.00,4.01,4.61,512,5,2,2018
14,Paul Casey,74,69.850,304.3,63.14,67.84,.133,.109,.586,.138,.833,.966,3.01,4.03,4.57,403,5,1,2018
15,Rafa Cabrera Bello,75,69.887,295.1,67.85,70.16,.273,.096,.487,.256,.839,1.112,3.02,4.00,4.61,"1,175",5,,2018
16,Patrick Cantlay,87,69.899,303.1,61.58,70.69,-.182,.146,.509,.622,1.278,1.096,3.04,4.00,4.56,453,7,1,2018
17,Jordan Spieth,81,69.904,299.8,61.55,70.47,-.034,.184,.409,.271,.863,.830,3.05,3.97,4.55,"1,323",5,,2018
18,Zach Johnson,94,69.911,289.8,63.88,67.43,.206,.425,.463,-.059,.829,1.035,3.01,3.98,4.63,981,2,,2018
19,Jon Rahm,71,69.958,308.9,59.20,70.12,-.151,.176,.047,.817,1.039,.889,3.03,3.97,4.57,422,5,1,2018
20,Alex Noren,67,69.973,299.2,61.73,64.91,.758,-.029,.107,.208,.286,1.044,3.11,4.02,4.56,"1,169",3,,2018
21,Ryan Moore,78,70.015,289.2,71.94,68.80,-.271,.273,.532,.406,1.211,.941,3.06,3.98,4.62,806,5,,2018
22,Hideki Matsuyama,75,70.022,302.0,62.82,69.29,.132,.143,.727,.194,1.064,1.196,3.01,3.98,4.63,602,4,,2018
23,Tyrrell Hatton,58,70.091,298.8,61.84,66.46,.335,.252,.202,.148,.603,.938,3.12,4.00,4.67,"1,041",4,,2018
24,Phil Mickelson,90,70.098,300.3,52.91,64.88,.510,.091,.555,-.225,.420,.931,3.07,4.00,4.56,448,6,1,2018
25,Patrick Reed,94,70.106,298.1,55.11,63.57,.164,.545,.187,.051,.783,.947,3.09,4.00,4.60,438,7,1,2018
26,Emiliano Grillo,94,70.152,295.2,70.16,68.84,.546,-.122,.345,.364,.587,1.133,2.98,4.01,4.64,"1,270",6,,2018
27,Billy Horschel,86,70.154,295.4,67.80,71.75,.392,-.169,.352,.538,.720,1.112,3.02,4.00,4.52,"1,840",6,1,2018
28,Louis Oosthuizen,62,70.157,299.8,64.81,65.74,-.026,.408,-.261,.401,.548,.521,3.06,4.03,4.67,847,3,,2018
29,Gary Woodland,96,70.161,313.5,63.69,70.51,.007,-.228,.484,.803,1.059,1.066,3.13,4.02,4.52,385,3,1,2018
30,Byeong Hun An,86,70.190,307.9,60.19,67.99,-.285,.167,.448,.475,1.091,.805,3.04,4.02,4.62,"1,170",4,,2018
31,Charles Howell III,104,70.219,300.9,62.59,69.33,.219,.095,.163,.324,.582,.801,3.03,4.01,4.61,"1,041",4,,2018
32,Luke List,98,70.229,314.6,54.66,68.36,-.467,.349,.194,.795,1.337,.870,3.06,4.03,4.57,"1,150",5,,2018
33,Aaron Wise,90,70.247,302.9,63.33,68.81,.238,.042,.012,.410,.464,.703,3.06,4.00,4.63,418,4,1,2018
34,Marc Leishman,93,70.260,298.5,60.17,66.67,.126,.292,.211,-.006,.498,.624,3.00,4.01,4.65,284,6,,2018
35,Brian Gay,103,70.280,282.9,71.37,64.52,.442,.253,.036,-.166,.123,.565,3.01,4.01,4.61,949,6,,2018
36,Kevin Na,91,70.288,289.6,64.13,64.66,.533,.373,.273,-.378,.268,.801,3.02,3.99,4.62,336,4,1,2018
37,Keegan Bradley,98,70.303,299.6,67.90,69.18,-.358,.026,.888,.237,1.151,.793,3.03,4.02,4.57,"1,253",5,1,2018
38,Chesson Hadley,103,70.311,300.0,60.07,67.68,.208,-.102,.606,.146,.650,.859,3.00,4.02,4.61,"1,163",7,,2018
39,Daniel Berger,81,70.320,297.7,64.58,66.89,.319,-.145,.543,.100,.497,.816,3.07,4.03,4.60,839,1,,2018
40,Jim Furyk,50,70.342,280.5,69.91,63.19,.389,.235,.179,-.392,.023,.412,3.04,4.05,4.68,291,2,,2018
41,Brandt Snedeker,84,70.379,293.1,62.79,65.04,.478,.318,-.026,-.145,.147,.625,3.07,4.00,4.64,"1,188",4,1,2018
42,Bubba Watson,90,70.384,313.1,58.27,68.21,.001,-.231,.005,.780,.554,.555,3.11,4.00,4.54,918,6,3,2018
43,Kyle Stanley,93,70.404,295.7,71.29,71.09,.037,-.027,.298,.378,.649,.686,3.08,4.00,4.64,373,5,,2018
44,Chris Kirk,108,70.411,289.8,64.64,68.24,.073,.190,.518,-.048,.659,.732,3.04,3.99,4.61,888,4,,2018
45,Branden Grace,67,70.412,298.9,63.49,67.10,.350,.125,.174,.163,.463,.812,3.01,4.04,4.64,634,2,,2018
46,Adam Scott,78,70.420,304.6,62.51,70.66,-.285,.125,.639,.300,1.064,.779,3.05,4.04,4.64,"1,081",3,,2018
47,Chez Reavie,93,70.432,286.5,72.24,68.67,.192,-.137,.437,.183,.483,.674,3.00,3.99,4.73,"1,252",3,,2018
48,Kevin Streelman,94,70.436,295.1,69.11,71.56,-.250,.014,.415,.439,.868,.619,3.06,3.98,4.63,724,5,,2018
49,Stewart Cink,87,70.440,298.1,57.60,68.58,-.345,.055,.698,.057,.810,.465,3.07,4.00,4.66,775,3,,2018
50,Jason Kokrak,99,70.444,309.5,58.06,70.37,.022,-.101,.257,.360,.517,.539,3.01,4.02,4.58,"1,053",4,,2018
51,C.T. Pan,104,70.457,292.7,68.98,71.20,-.067,.063,.267,.215,.544,.478,3.04,4.00,4.63,"1,238",2,,2018
52,Matt Kuchar,88,70.461,288.0,63.27,66.81,.348,.211,.216,-.199,.228,.576,3.08,3.99,4.66,740,4,,2018
53,Austin Cook,107,70.469,292.3,66.76,66.51,.315,.179,-.045,.120,.254,.569,3.00,4.01,4.67,"1,203",3,1,2018
54,Xander Schauffele,96,70.486,304.9,59.77,65.59,.196,-.027,.235,.240,.448,.644,3.03,4.04,4.61,581,7,,2018
55,Russell Henley,77,70.489,293.0,70.03,68.77,.167,-.186,.467,.093,.374,.541,3.03,4.04,4.67,589,3,,2018
56,Cameron Smith,85,70.517,298.4,57.03,63.18,.115,.218,.034,-.148,.104,.219,3.11,4.02,4.58,660,7,,2018
57,Charley Hoffman,87,70.521,299.5,58.34,66.53,.026,-.071,.216,.254,.398,.425,3.10,4.02,4.65,689,,,2018
58,J.J. Spaun,85,70.525,298.2,66.18,69.48,-.149,-.255,.410,.286,.441,.292,3.07,4.00,4.63,919,4,,2018
59,Brian Harman,94,70.536,291.9,67.14,67.59,.273,-.096,-.024,.137,.017,.290,3.10,4.01,4.64,"1,129",8,,2018
60,Russell Knox,94,70.568,291.7,67.70,69.57,-.088,.149,.263,.059,.471,.383,3.06,4.02,4.66,629,3,,2018
61,Beau Hossler,104,70.574,300.0,60.47,67.95,.685,.013,-.395,.281,-.101,.584,3.02,4.01,4.63,"1,134",5,,2018
62,Joel Dahmen,93,70.578,295.8,66.36,68.82,-.277,-.004,.381,.300,.677,.400,3.04,3.99,4.66,676,3,,2018
63,Peter Uihlein,83,70.578,302.2,52.93,67.88,.021,.156,-.040,.132,.247,.268,3.11,4.02,4.58,911,4,,2018
64,Andrew Putnam,97,70.579,293.8,60.42,70.47,.052,.187,.380,-.146,.420,.472,3.01,4.00,4.70,"1,267",5,1,2018
65,Ian Poulter,73,70.593,293.6,66.41,67.01,.223,.051,.435,.141,.627,.850,3.08,4.03,4.62,"1,090",4,1,2018
66,Pat Perez,82,70.594,290.9,65.09,67.78,.115,.037,-.138,-.063,-.163,-.048,3.05,4.03,4.66,"1,190",4,1,2018
67,Kiradech Aphibarnrat,51,70.629,294.7,65.12,62.20,.138,.135,-.247,.485,.373,.511,3.20,4.05,4.64,,2,,2018
68,Ollie Schniederjans,91,70.641,301.4,52.22,62.77,.325,.250,.090,-.410,-.071,.254,3.09,4.03,4.64,573,3,,2018
69,Abraham Ancer,98,70.659,296.1,63.64,66.49,-.056,-.022,.074,.325,.376,.320,3.06,4.01,4.63,938,5,,2018
70,Anirban Lahiri,82,70.660,294.0,60.09,64.70,.199,.120,-.285,.070,-.095,.104,3.04,4.03,4.70,566,4,,2018
71,Alex Cejka,77,70.675,286.7,66.49,63.77,.009,.495,-.169,-.024,.302,.312,3.02,4.03,4.65,524,2,,2018
72,Vaughn Taylor,83,70.692,286.1,67.51,67.02,-.080,-.002,.305,-.005,.299,.219,3.03,4.04,4.62,445,3,,2018
73,Rory Sabbatini,91,70.693,292.3,62.05,67.85,.059,.234,-.152,.217,.299,.358,3.09,4.01,4.57,521,1,,2018
74,Bronson Burgoon,69,70.701,302.8,64.53,68.44,.107,-.307,.371,.309,.373,.481,3.00,4.05,4.56,718,2,,2018
75,John Huh,94,70.718,287.1,63.83,65.80,.167,-.047,.240,-.110,.083,.251,3.02,4.02,4.67,480,2,,2018
76,Scott Stallings,96,70.719,299.7,56.57,65.62,-.070,-.025,.373,-.008,.341,.270,3.05,4.04,4.63,608,2,,2018
77,Brandon Harkins,101,70.721,303.1,54.79,65.67,.225,-.124,-.006,.181,.050,.275,3.01,4.04,4.62,545,3,,2018
78,Kevin Kisner,89,70.729,290.8,66.33,65.38,.513,-.118,-.316,-.043,-.476,.037,3.07,4.03,4.58,"1,132",4,,2018
79,Patrick Rodgers,97,70.731,303.5,61.14,65.65,.561,.034,-.323,-.039,-.328,.232,3.02,4.05,4.65,541,3,,2018
80,Jamie Lovemark,92,70.734,303.2,56.92,64.65,.010,.519,-.040,-.101,.378,.388,3.10,4.02,4.60,664,3,,2018
81,Scott Piercy,84,70.736,296.6,65.68,69.72,-.569,.097,.553,.209,.859,.290,3.10,4.01,4.63,872,2,1,2018
82,Corey Conners,97,70.743,303.3,62.99,70.19,-.385,-.198,.275,.501,.579,.193,3.05,4.02,4.63,353,1,,2018
83,Adam Hadwin,92,70.750,289.4,65.60,68.04,.106,.267,.166,.057,.490,.596,3.07,4.00,4.70,"1,226",3,,2018
84,Shane Lowry,64,70.754,300.7,61.20,68.65,-.286,-.052,.245,.331,.524,.238,3.02,4.06,4.70,296,,,2018
85,Ryan Armour,109,70.758,283.5,73.58,68.22,-.058,.194,.213,-.012,.395,.337,3.06,4.01,4.61,"1,113",3,1,2018
86,Johnson Wagner,75,70.758,286.1,64.25,67.87,.623,.226,.078,-.213,.092,.715,3.00,3.99,4.62,338,,,2018
87,Jimmy Walker,81,70.786,299.0,53.49,61.90,.324,.166,.304,-.437,.033,.357,3.06,4.03,4.74,741,4,,2018
88,J.B. Holmes,77,70.789,306.1,57.13,65.26,-.207,.032,.159,.565,.756,.549,3.14,4.02,4.63,668,3,,2018
89,William McGirt,84,70.791,289.3,59.89,67.59,.200,.194,.091,-.306,-.021,.178,3.02,4.03,4.68,449,3,,2018
90,Sam Saunders,80,70.794,302.8,60.14,65.02,.094,-.138,-.081,.350,.132,.226,3.02,4.06,4.58,437,4,,2018
91,Kevin Tway,110,70.800,310.1,52.61,66.88,.052,-.026,.032,.271,.277,.329,3.05,4.04,4.56,643,3,,2018
92,Trey Mullinax,75,70.815,318.3,54.94,65.38,.072,-.207,-.442,.506,-.144,-.072,3.07,4.05,4.61,550,3,,2018
93,Blayne Barber,69,70.835,294.7,64.67,69.98,-.022,-.073,-.047,.101,-.019,-.041,3.04,4.02,4.62,202,,,2018
94,Kevin Chappell,77,70.839,308.6,61.27,66.52,-.344,-.236,.296,.608,.668,.323,3.11,4.04,4.62,667,4,,2018
95,Martin Laird,73,70.839,299.0,63.22,65.90,.282,.209,.024,-.045,.189,.470,3.03,4.03,4.60,453,3,,2018
96,Patton Kizzire,92,70.841,298.7,55.59,69.04,.030,-.150,.381,-.294,-.063,-.033,3.02,4.04,4.61,275,4,2,2018
97,Peter Malnati,87,70.841,290.9,56.86,62.99,.619,.255,-.257,-.372,-.374,.244,3.05,4.01,4.71,226,,,2018
98,Aaron Baddeley,84,70.850,295.3,53.27,63.39,-.057,.595,.117,-.345,.366,.309,3.10,4.03,4.67,342,1,,2018
99,Denny McCarthy,71,70.861,295.4,63.45,68.17,.449,-.019,-.347,.011,-.355,.094,3.02,4.03,4.63,267,1,,2018
100,Nick Watney,94,70.862,307.5,56.33,67.96,.200,-.167,.141,.170,.143,.343,3.06,4.01,4.69,760,1,,2018
101,Seamus Power,86,70.869,302.6,55.19,65.17,.498,-.003,-.392,.076,-.319,.178,3.05,4.03,4.60,455,2,,2018
102,Troy Merritt,89,70.888,295.4,62.93,65.16,.077,-.092,.086,.138,.132,.209,3.10,4.01,4.62,616,3,1,2018
103,James Hahn,85,70.896,298.7,63.73,68.29,-.152,.028,.081,.323,.431,.279,3.06,4.03,4.61,666,1,,2018
104,Cameron Percy,56,70.909,295.6,63.66,69.56,-.205,.210,.039,.241,.490,.285,3.07,4.02,4.51,191,2,,2018
105,Sam Ryder,82,70.914,297.3,66.91,72.08,-.349,-.099,.399,.203,.503,.154,3.00,4.02,4.63,551,3,,2018
106,J.T. Poston,73,70.915,300.7,61.53,68.31,.135,-.005,-.373,.381,.003,.138,3.01,4.01,4.73,448,2,,2018
107,Keith Mitchell,99,70.920,312.6,58.59,69.42,-.504,-.092,-.128,.706,.486,-.018,3.09,4.02,4.56,878,4,,2018
108,Michael Thompson,62,70.924,296.4,64.66,70.11,.498,.050,-.423,-.073,-.446,.052,3.06,4.03,4.63,280,,,2018
109,Tom Hoge,101,70.945,291.4,62.43,63.62,-.162,-.079,.297,.018,.235,.074,3.09,4.03,4.62,608,3,,2018
110,Harold Varner III,91,70.971,308.2,59.02,67.79,-.024,.021,-.076,.204,.149,.125,3.04,4.08,4.60,524,3,,2018
111,Ben Martin,64,70.974,289.6,63.52,63.98,.118,-.096,.119,-.142,-.119,-.001,3.08,4.03,4.72,266,1,,2018
112,Ryan Blaum,81,70.993,289.0,64.31,66.10,.025,.005,-.074,.011,-.058,-.033,3.06,4.04,4.64,433,2,,2018
113,Nate Lashley,51,70.999,293.9,60.58,68.20,.082,.080,.036,.111,.228,.310,3.00,4.05,4.64,168,,,2018
114,Graeme McDowell,67,71.001,293.2,64.92,64.50,.478,.049,.046,.124,.219,.697,3.05,4.07,4.69,274,1,,2018
115,Brice Garnett,99,71.018,296.7,64.45,66.78,-.076,-.278,-.144,.188,-.234,-.310,3.08,4.04,4.64,933,2,1,2018
116,FabiÃ¡n GÃ³mez,88,71.020,291.1,64.99,67.86,.001,-.030,-.015,-.062,-.107,-.106,3.06,4.04,4.63,221,,,2018
117,Brendan Steele,74,71.021,310.3,60.47,69.24,-.576,-.195,.243,.557,.604,.029,3.12,4.04,4.64,"1,015",3,1,2018
118,"Ted Potter, Jr.",87,71.024,286.0,66.83,63.03,.074,.105,-.200,-.074,-.169,-.094,3.12,4.04,4.67,889,1,1,2018
119,Bill Haas,76,71.028,296.2,57.27,64.79,-.059,.368,-.052,-.177,.139,.079,3.06,4.06,4.66,262,1,,2018
120,Ryan Palmer,69,71.031,305.2,59.11,65.61,-.528,-.174,.236,.235,.297,-.231,3.13,4.03,4.57,916,3,,2018
121,Brian Stuard,103,71.038,278.9,71.44,67.12,.164,.026,.099,-.227,-.101,.062,3.07,4.01,4.73,654,3,,2018
122,Tyler Duncan,97,71.040,294.4,66.74,69.65,-.566,-.166,.476,.273,.583,.017,3.06,4.05,4.66,457,2,,2018
123,David Lingmerth,82,71.043,285.4,68.93,63.03,.229,-.081,-.160,.006,-.235,-.007,3.08,4.03,4.67,274,,,2018
124,Andrew Landry,82,71.059,291.1,62.92,65.63,-.010,-.152,-.083,.206,-.029,-.039,3.05,4.03,4.72,"1,225",5,1,2018
125,Lucas Glover,65,71.066,297.7,65.06,67.12,-.186,-.008,-.043,.514,.462,.276,3.15,4.05,4.60,324,1,,2018
126,Ben Crane,65,71.097,281.1,67.52,64.88,.332,.184,-.038,-.302,-.157,.176,3.03,4.02,4.70,267,1,,2018
127,Matt Jones,70,71.112,304.5,59.38,66.49,-.034,.192,-.386,.333,.139,.104,3.13,4.01,4.64,264,,,2018
128,Hunter Mahan,67,71.135,296.9,65.04,68.96,.346,-.453,-.149,.465,-.137,.209,3.07,3.99,4.66,234,1,,2018
129,Lanto Griffin,80,71.145,302.5,55.27,67.42,-.096,-.084,-.043,-.046,-.173,-.268,3.08,4.05,4.60,175,,,2018
130,Talor Gooch,78,71.149,298.9,57.31,63.58,.031,.053,.075,-.322,-.194,-.163,3.03,4.07,4.70,308,,,2018
131,Harris English,84,71.162,302.4,58.99,63.32,.222,.111,-.297,-.219,-.406,-.184,3.08,4.05,4.62,383,2,,2018
132,Dominic Bozzelli,65,71.179,297.0,55.69,60.94,.308,.133,-.252,-.244,-.363,-.055,3.11,4.02,4.74,190,,,2018
133,Richy Werenski,98,71.185,291.8,65.06,66.97,-.109,.077,-.169,.077,-.014,-.124,3.11,4.04,4.63,498,2,,2018
134,Brett Stegmaier,67,71.191,295.4,58.38,70.31,.401,-.296,.078,-.135,-.353,.048,2.98,4.06,4.61,149,,,2018
135,Shawn Stefani,76,71.192,299.6,56.52,67.49,-.034,.013,.220,-.093,.141,.107,3.06,4.05,4.59,268,1,,2018
136,Danny Lee,88,71.196,290.6,62.65,65.05,.156,.051,-.155,.005,-.099,.058,3.01,4.03,4.73,587,3,,2018
137,Zac Blair,64,71.215,279.5,62.76,66.48,.203,.394,.072,-.345,.120,.323,3.01,4.03,4.66,176,,,2018
138,Tyrone Van Aswegen,101,71.243,290.3,56.98,65.23,-.010,.187,-.008,-.493,-.313,-.323,3.02,4.07,4.67,364,1,,2018
139,Tom Lovelady,87,71.252,315.9,54.73,67.08,-.049,-.279,-.240,.379,-.140,-.190,3.10,4.06,4.57,332,2,,2018
140,Nick Taylor,94,71.269,292.7,60.94,67.65,-.312,.017,.011,.049,.077,-.235,3.03,4.06,4.63,420,2,,2018
141,Jhonattan Vegas,92,71.275,303.6,57.91,65.17,-.059,-.124,-.081,.294,.089,.030,3.09,4.08,4.62,598,1,,2018
142,Ben Silverman,90,71.281,290.2,65.56,64.95,.238,-.128,-.385,.069,-.444,-.206,3.07,4.06,4.65,323,2,,2018
143,Mackenzie Hughes,80,71.282,294.9,60.04,66.01,-.177,-.122,.353,-.068,.163,-.014,3.08,4.04,4.71,227,1,,2018
144,Jason Dufner,71,71.323,297.1,63.30,64.24,-.058,-.178,-.009,.256,.068,.011,3.18,4.04,4.68,557,2,,2018
145,David Hearn,66,71.325,285.1,66.63,68.89,-.127,-.113,.379,-.170,.095,-.031,3.01,4.05,4.65,315,2,,2018
146,Scott Brown,102,71.329,292.6,62.03,65.65,.049,-.175,-.270,-.265,-.710,-.661,3.06,4.05,4.72,422,2,,2018
147,Kelly Kraft,94,71.333,288.6,65.84,63.83,.075,-.126,.017,-.286,-.395,-.320,3.10,4.05,4.74,627,3,,2018
148,Nicholas Lindheim,77,71.344,293.5,60.44,68.04,.355,-.052,-.368,-.258,-.678,-.323,3.03,4.03,4.73,272,1,,2018
